questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,Amandla Stenberg,Amandla Stenberg rocking Calvin Klein at the # MetGala .,Amandla Stenberg rocking Calvin Klein at the # MetGala . Which word(s) correspond to the person in the sentence? Answer: Amandla Stenberg,person,O_4761.jpg
 Which word(s) correspond to the location in the sentence? ,Fremont Street,Fremont Street closed from 13 th - 7 th streets 9 a . m . - 1 p . m . Saturday for Carnaval Parade . # vegastraffic,Fremont Street closed from 13 th - 7 th streets 9 a . m . - 1 p . m . Saturday for Carnaval Parade . # vegastraffic Which word(s) correspond to the location in the sentence? Answer: Fremont Street,location,16_05_26_230.jpg
 Which word(s) correspond to the organization in the sentence? ,Leicester,Thousands turn out as Leicester parade trophy,Thousands turn out as Leicester parade trophy Which word(s) correspond to the organization in the sentence? Answer: Leicester,organization,16_05_17_881.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Potter,"# TheWiderImage Wizards , witches and quidditch : Harry Potter turns 20 by REUTERS / @ neilhallphoto @ EmilyGraceRoe","# TheWiderImage Wizards , witches and quidditch : Harry Potter turns 20 by REUTERS / @ neilhallphoto @ EmilyGraceRoe Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter",misceallonous entity,O_376.jpg
 Which word(s) correspond to the person in the sentence? ,AdventureDub,What to expect from @ AdventureDub show at July ' 16 ? Watch concert now !,What to expect from @ AdventureDub show at July ' 16 ? Watch concert now ! Which word(s) correspond to the person in the sentence? Answer: AdventureDub,person,16_05_29_620.jpg
 Which word(s) correspond to the person in the sentence? ,Giancarlo Stanton,Giancarlo Stanton hit a mammoth home run that has the baseball world buzzing -,Giancarlo Stanton hit a mammoth home run that has the baseball world buzzing - Which word(s) correspond to the person in the sentence? Answer: Giancarlo Stanton,person,16_05_08_734.jpg
 Which word(s) correspond to the person in the sentence? ,Ellen DeGeneres,Ellen DeGeneres has signed Tyler Oakley to her network officially .,Ellen DeGeneres has signed Tyler Oakley to her network officially . Which word(s) correspond to the person in the sentence? Answer: Ellen DeGeneres,person,O_1315.jpg
 Which word(s) correspond to the location in the sentence? ,Comerica Park,"Before heading to Comerica Park tomorrow to see EMU Baseball take on MSU , stop into the bookstore for a new EMU Cap","Before heading to Comerica Park tomorrow to see EMU Baseball take on MSU , stop into the bookstore for a new EMU Cap Which word(s) correspond to the location in the sentence? Answer: Comerica Park",location,16_05_10_701.jpg
 Which word(s) correspond to the person in the sentence? ,Dennis Bergkamp,Happy 47 th birthday Dennis Bergkamp ! Where does the Dutchman rate amongst the Premier League ' s finest ever players ?,Happy 47 th birthday Dennis Bergkamp ! Where does the Dutchman rate amongst the Premier League ' s finest ever players ? Which word(s) correspond to the person in the sentence? Answer: Dennis Bergkamp,person,16_05_10_801.jpg
 Which word(s) correspond to the person in the sentence? ,BernieSanders,. @ BernieSanders asks superdelegates to consider which candidate could best defeat Donald Trump . # ThisWeek,. @ BernieSanders asks superdelegates to consider which candidate could best defeat Donald Trump . # ThisWeek Which word(s) correspond to the person in the sentence? Answer: BernieSanders,person,O_3217.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,You guys are super talented - keep sending us your Justin Bieber drawings / edits !,You guys are super talented - keep sending us your Justin Bieber drawings / edits ! Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_2300.jpg
 Which word(s) correspond to the person in the sentence? ,xtianbautista,Thank you @ xtianbautista to serenaded us with your soulful voice in # XtianBOnPlaylistLive,Thank you @ xtianbautista to serenaded us with your soulful voice in # XtianBOnPlaylistLive Which word(s) correspond to the person in the sentence? Answer: xtianbautista,person,17_06_8463.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"Justin Bieber with a Make - A - Wish fan in Bern , Switzerland . ( June 15 )","Justin Bieber with a Make - A - Wish fan in Bern , Switzerland . ( June 15 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_2623.jpg
 Which word(s) correspond to the organization in the sentence? ,Leicester,"Leicester triumph is why we love football , says Messi","Leicester triumph is why we love football , says Messi Which word(s) correspond to the organization in the sentence? Answer: Leicester",organization,16_05_03_201.jpg
 Which word(s) correspond to the person in the sentence? ,kennychesney,I had so much fun tonight at the @ kennychesney concert with @ MiKe_NNN_Ike 💕 ☔ ️ 🎤,I had so much fun tonight at the @ kennychesney concert with @ MiKe_NNN_Ike 💕 ☔ ️ 🎤 Which word(s) correspond to the person in the sentence? Answer: kennychesney,person,16_05_20_664.jpg
 Which word(s) correspond to the person in the sentence? ,Anne Hathaway,"Anne Hathaway Deletes For Anti - Kardashians Post , Says She Didn ' t Mean It","Anne Hathaway Deletes For Anti - Kardashians Post , Says She Didn ' t Mean It Which word(s) correspond to the person in the sentence? Answer: Anne Hathaway",person,O_3487.jpg
 Which word(s) correspond to the location in the sentence? ,Manila,I want to go at your concert here in Manila but I cant afford to buy any ticket bc no money :( I wanna see you guys 😭,I want to go at your concert here in Manila but I cant afford to buy any ticket bc no money :( I wanna see you guys 😭 Which word(s) correspond to the location in the sentence? Answer: Manila,location,16_05_11_597.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,We ' ll mostly be spending all our wages on Justin Bieber tour merch today,We ' ll mostly be spending all our wages on Justin Bieber tour merch today Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_5053.jpg
 Which word(s) correspond to the location in the sentence? ,Indiana,Thank you Indiana a vote for Donald Trump is a step closer 4 Justice 4 Jamiel and MANY more ❤ ️ 🇺 🇸,Thank you Indiana a vote for Donald Trump is a step closer 4 Justice 4 Jamiel and MANY more ❤ ️ 🇺 🇸 Which word(s) correspond to the location in the sentence? Answer: Indiana,location,O_381.jpg
 Which word(s) correspond to the person in the sentence? ,Jerry Jones,Jerry Jones Comments on Unsuccesful Trade for Paxton Lynch at 2016 NFL Draft,Jerry Jones Comments on Unsuccesful Trade for Paxton Lynch at 2016 NFL Draft Which word(s) correspond to the person in the sentence? Answer: Jerry Jones,person,16_05_01_711.jpg
 Which word(s) correspond to the person in the sentence? ,JusticeWillett,"The outstanding tweets of @ JusticeWillett , who made Donald Trump ' s SCOTUS short list","The outstanding tweets of @ JusticeWillett , who made Donald Trump ' s SCOTUS short list Which word(s) correspond to the person in the sentence? Answer: JusticeWillett",person,O_280.jpg
 Which word(s) correspond to the organization in the sentence? ,Leicester,This man got Leicester to the premier league title 😂,This man got Leicester to the premier league title 😂 Which word(s) correspond to the organization in the sentence? Answer: Leicester,organization,16_05_02_816.jpg
 Which word(s) correspond to the organization in the sentence? ,West United Ham,Potential West Ham United Lineup to Face Swansea City in the Premier League This Weekend,Potential West Ham United Lineup to Face Swansea City in the Premier League This Weekend Which word(s) correspond to the organization in the sentence? Answer: West United Ham,organization,16_05_06_541.jpg
 Which word(s) correspond to the location in the sentence? ,British,"Fancy making our "" British Spring "" a little cheerier , head for Udderbelly Festival Southbank -","Fancy making our "" British Spring "" a little cheerier , head for Udderbelly Festival Southbank - Which word(s) correspond to the location in the sentence? Answer: British",location,16_05_01_284.jpg
 Which word(s) correspond to the person in the sentence? ,Hermione Granger,# Hermione Granger from # Harry Potter 💕 Reference from the Yule Ball scene 😊,# Hermione Granger from # Harry Potter 💕 Reference from the Yule Ball scene 😊 Which word(s) correspond to the person in the sentence? Answer: Hermione Granger,person,O_2313.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,"Congratulations to the 2017 @ NBA MVP , Russell Westbrook ! # NBABruins","Congratulations to the 2017 @ NBA MVP , Russell Westbrook ! # NBABruins Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,O_3581.jpg
 Which word(s) correspond to the location in the sentence? ,Nottingham,No weekend plans # Nottingham ? There ' s still tickets available for Sunday ' s # SellebritySoccer,No weekend plans # Nottingham ? There ' s still tickets available for Sunday ' s # SellebritySoccer Which word(s) correspond to the location in the sentence? Answer: Nottingham,location,16_05_04_1025.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber Topless Giant Poster Art Print - A0 A1 A2 A3 A4 Sizes,Justin Bieber Topless Giant Poster Art Print - A0 A1 A2 A3 A4 Sizes Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_2625.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,The Justin Bieber merchandise stand has been set up at the arena for # PurposeTourBoston .,The Justin Bieber merchandise stand has been set up at the arena for # PurposeTourBoston . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_1524.jpg
 Which word(s) correspond to the person in the sentence? ,Lady Gaga,SEE VIDEO ! Lady Gaga - Glastonbury Festival 2009 . . .,SEE VIDEO ! Lady Gaga - Glastonbury Festival 2009 . . . Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,person,16_05_23_1034.jpg
 Which word(s) correspond to the location in the sentence? ,Harry World Potter,Bebiendo Butter Beer en Harry Potter World con @ lelepons 💫,Bebiendo Butter Beer en Harry Potter World con @ lelepons 💫 Which word(s) correspond to the location in the sentence? Answer: Harry World Potter,location,O_1507.jpg
 Which word(s) correspond to the organization in the sentence? ,Serie A,Serie A titans weighing up shock summer move for Spurs defender,Serie A titans weighing up shock summer move for Spurs defender Which word(s) correspond to the organization in the sentence? Answer: Serie A,organization,16_05_17_1163.jpg
 Which word(s) correspond to the person in the sentence? ,Queen,Guardsmen faint at Queen ' s birthday parade,Guardsmen faint at Queen ' s birthday parade Which word(s) correspond to the person in the sentence? Answer: Queen,person,17_06_5529.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,StanleyCup,The sights and sounds of the # StanleyCup Final . @ penguins @ PredsNHL # NHLTonight,The sights and sounds of the # StanleyCup Final . @ penguins @ PredsNHL # NHLTonight Which word(s) correspond to the misceallonous entity in the sentence? Answer: StanleyCup,misceallonous entity,17_06_11667.jpg
 Which word(s) correspond to the location in the sentence? ,Houston,Houston gets a new noisy heavy metal and hard rock festival . . .,Houston gets a new noisy heavy metal and hard rock festival . . . Which word(s) correspond to the location in the sentence? Answer: Houston,location,16_05_22_389.jpg
 Which word(s) correspond to the person in the sentence? ,790 Friedo,@ 790 Friedo Dragon was unleashed and dominated Game 7 along with the rest of the squad . That ' s # Heat basketball !,@ 790 Friedo Dragon was unleashed and dominated Game 7 along with the rest of the squad . That ' s # Heat basketball ! Which word(s) correspond to the person in the sentence? Answer: 790 Friedo,person,16_05_01_81.jpg
