questions,answers,questions_with_answers,entity,image_ids
Russell Westbrook caps off a historic season with his first MVP trophy . Which word(s) correspond to the person in the sentence? ,Russell Westbrook,Russell Westbrook caps off a historic season with his first MVP trophy . Which word(s) correspond to the person in the sentence? Answer: Russell Westbrook,person,O_176.jpg
10 great Taylor Swift deep cuts you can stream right now Which word(s) correspond to the person in the sentence? ,Taylor Swift,10 great Taylor Swift deep cuts you can stream right now Which word(s) correspond to the person in the sentence? Answer: Taylor Swift,person,O_4255.jpg
A man attempting to get inside Taylor Swift ’ s home was arrested last night : Which word(s) correspond to the person in the sentence? ,Taylor Swift,A man attempting to get inside Taylor Swift ’ s home was arrested last night : Which word(s) correspond to the person in the sentence? Answer: Taylor Swift,person,O_5178.jpg
"Southside Fringe Festival : The Muse at Finn ’ s Place , Friday 27 May , 2016 Which word(s) correspond to the misceallonous entity in the sentence? ",Southside Festival Fringe,"Southside Fringe Festival : The Muse at Finn ’ s Place , Friday 27 May , 2016 Which word(s) correspond to the misceallonous entity in the sentence? Answer: Southside Festival Fringe",misceallonous entity,16_05_11_146.jpg
Baylor to fire football coach Art Briles amid sexual assault scandal . . . Which word(s) correspond to the organization in the sentence? ,Baylor,Baylor to fire football coach Art Briles amid sexual assault scandal . . . Which word(s) correspond to the organization in the sentence? Answer: Baylor,organization,16_05_29_255.jpg
"On Friday , Kim Jong - un will essentially be attending his own coronation Which word(s) correspond to the person in the sentence? ",Kim un - Jong,"On Friday , Kim Jong - un will essentially be attending his own coronation Which word(s) correspond to the person in the sentence? Answer: Kim un - Jong",person,O_3681.jpg
Harry Styles and his Mercedes Benz convertible 1966 is visual therapy Which word(s) correspond to the person in the sentence? ,Harry Styles,Harry Styles and his Mercedes Benz convertible 1966 is visual therapy Which word(s) correspond to the person in the sentence? Answer: Harry Styles,person,O_4195.jpg
Waiting for Buckethead Concert to start ! 😃 Which word(s) correspond to the person in the sentence? ,Buckethead,Waiting for Buckethead Concert to start ! 😃 Which word(s) correspond to the person in the sentence? Answer: Buckethead,person,16_05_13_78.jpg
"Aice , cousin Jax , and the legendary Buster Bronco at our football camp last weekend ! Which word(s) correspond to the person in the sentence? ",Aice,"Aice , cousin Jax , and the legendary Buster Bronco at our football camp last weekend ! Which word(s) correspond to the person in the sentence? Answer: Aice",person,17_06_4246.jpg
Retweet Because Fetus Justin Bieber Is Blessing Your Timeline ! ! ! ! ! ! Which word(s) correspond to the person in the sentence? ,Justin Bieber,Retweet Because Fetus Justin Bieber Is Blessing Your Timeline ! ! ! ! ! ! Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_1488.jpg
How Superbad ' s Seth Rogen and Evan Goldberg ended up making @ PreacherAMC . Which word(s) correspond to the misceallonous entity in the sentence? ,Superbad,How Superbad ' s Seth Rogen and Evan Goldberg ended up making @ PreacherAMC . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Superbad,misceallonous entity,O_3148.jpg
The home of football awaits . FA Cup Final day . From first minute screamers to last minute legends . Rise and shine . … Which word(s) correspond to the misceallonous entity in the sentence? ,FA Cup,The home of football awaits . FA Cup Final day . From first minute screamers to last minute legends . Rise and shine . … Which word(s) correspond to the misceallonous entity in the sentence? Answer: FA Cup,misceallonous entity,16_05_21_149.jpg
Just a quick share from yesterdays Parkgate Festival . Couldnt get a signal then . What a lovely event ! # streetsafe Which word(s) correspond to the misceallonous entity in the sentence? ,Parkgate Festival,Just a quick share from yesterdays Parkgate Festival . Couldnt get a signal then . What a lovely event ! # streetsafe Which word(s) correspond to the misceallonous entity in the sentence? Answer: Parkgate Festival,misceallonous entity,17_06_6982.jpg
Tampa Bay Rays select RHP Michael Mercado 40 th overall in 2017 MLB Draft # TBRays Which word(s) correspond to the organization in the sentence? ,Tampa Rays Bay,Tampa Bay Rays select RHP Michael Mercado 40 th overall in 2017 MLB Draft # TBRays Which word(s) correspond to the organization in the sentence? Answer: Tampa Rays Bay,organization,17_06_11557.jpg
# News via # ESPN Patriots : Tom Brady ranked No . 1 in NFL Network ' s annual top - 100 poll by fellow players ( ESPN ) Which word(s) correspond to the organization in the sentence? ,ESPN,# News via # ESPN Patriots : Tom Brady ranked No . 1 in NFL Network ' s annual top - 100 poll by fellow players ( ESPN ) Which word(s) correspond to the organization in the sentence? Answer: ESPN,organization,17_06_2854.jpg
With rat @ aobadanosai at baseball game . . . Which word(s) correspond to the person in the sentence? ,aobadanosai,With rat @ aobadanosai at baseball game . . . Which word(s) correspond to the person in the sentence? Answer: aobadanosai,person,17_06_12395.jpg
Taylor Swift tops Billboard ' s top # MoneyMakers list earning a total of $ 4.1 M dollars . Which word(s) correspond to the person in the sentence? ,Taylor Swift,Taylor Swift tops Billboard ' s top # MoneyMakers list earning a total of $ 4.1 M dollars . Which word(s) correspond to the person in the sentence? Answer: Taylor Swift,person,O_4126.jpg
@ backstreetboys My first concert . Still have the stub and still a fan . Which word(s) correspond to the person in the sentence? ,backstreetboys,@ backstreetboys My first concert . Still have the stub and still a fan . Which word(s) correspond to the person in the sentence? Answer: backstreetboys,person,17_06_2030.jpg
# NBAPlayoffs There ’ s a reason to feel good about the # Celtics ’ lottery chances Which word(s) correspond to the organization in the sentence? ,Celtics,# NBAPlayoffs There ’ s a reason to feel good about the # Celtics ’ lottery chances Which word(s) correspond to the organization in the sentence? Answer: Celtics,organization,16_05_23_339.jpg
FOOTBALL MEMORABILIA ; WAYNE ROONEY SIGNED REPLIC Which word(s) correspond to the person in the sentence? ,WAYNE ROONEY,FOOTBALL MEMORABILIA ; WAYNE ROONEY SIGNED REPLIC Which word(s) correspond to the person in the sentence? Answer: WAYNE ROONEY,person,16_05_02_701.jpg
Matthew Gray Gubler at Marc by Marc Jacobs F / W 2004 Which word(s) correspond to the person in the sentence? ,Matthew Gubler Gray,Matthew Gray Gubler at Marc by Marc Jacobs F / W 2004 Which word(s) correspond to the person in the sentence? Answer: Matthew Gubler Gray,person,O_2808.jpg
"We know Donald Trump is not who we are . If you want to shut him down , then let ’ s vote him down . Which word(s) correspond to the person in the sentence? ",Donald Trump,"We know Donald Trump is not who we are . If you want to shut him down , then let ’ s vote him down . Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_1082.jpg
"What Dwyane Wade His Done For The First Time In His 1,016 - Game NBA Career : Which word(s) correspond to the person in the sentence? ",Dwyane Wade,"What Dwyane Wade His Done For The First Time In His 1,016 - Game NBA Career : Which word(s) correspond to the person in the sentence? Answer: Dwyane Wade",person,16_05_09_453.jpg
Ayr United - the football club in trouble for doing a kit - launch . . . without a kit Which word(s) correspond to the organization in the sentence? ,Ayr United,Ayr United - the football club in trouble for doing a kit - launch . . . without a kit Which word(s) correspond to the organization in the sentence? Answer: Ayr United,organization,16_05_28_820.jpg
# NHLPlayoffs Trevor Daley Injury : Updates on # Penguins Defenseman ' s Leg and Return Which word(s) correspond to the person in the sentence? ,Trevor Daley,# NHLPlayoffs Trevor Daley Injury : Updates on # Penguins Defenseman ' s Leg and Return Which word(s) correspond to the person in the sentence? Answer: Trevor Daley,person,16_05_26_364.jpg
Tag your favorite Cowboys fan . 😭 # NFLPlayoffs Which word(s) correspond to the organization in the sentence? ,Cowboys,Tag your favorite Cowboys fan . 😭 # NFLPlayoffs Which word(s) correspond to the organization in the sentence? Answer: Cowboys,organization,17_01_6531.jpg
"Dr . Dre , Eminem , and Kendrick Lamar in a picture together . Which word(s) correspond to the person in the sentence? ",Dr Dre .,"Dr . Dre , Eminem , and Kendrick Lamar in a picture together . Which word(s) correspond to the person in the sentence? Answer: Dr Dre .",person,O_1493.jpg
"Donald Trump has accused China of raping the US , in renewed criticism of trade policy Which word(s) correspond to the person in the sentence? ",Donald Trump,"Donald Trump has accused China of raping the US , in renewed criticism of trade policy Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_39.jpg
Another sure sign of summer is the Columbus Arts Festival . NBC4 ' s Dan Pearlman is LIVE with highlights # NBC4Today ! Which word(s) correspond to the misceallonous entity in the sentence? ,Columbus Festival Arts,Another sure sign of summer is the Columbus Arts Festival . NBC4 ' s Dan Pearlman is LIVE with highlights # NBC4Today ! Which word(s) correspond to the misceallonous entity in the sentence? Answer: Columbus Festival Arts,misceallonous entity,17_06_8367.jpg
Joel Embiid at camp today . # stocktonbasketball Which word(s) correspond to the person in the sentence? ,Joel Embiid,Joel Embiid at camp today . # stocktonbasketball Which word(s) correspond to the person in the sentence? Answer: Joel Embiid,person,17_06_9761.jpg
Zayn Malik Regrets His ' Fifty Shades ' Duet With Taylor Swift . . Related Articles : Which word(s) correspond to the person in the sentence? ,Zayn Malik,Zayn Malik Regrets His ' Fifty Shades ' Duet With Taylor Swift . . Related Articles : Which word(s) correspond to the person in the sentence? Answer: Zayn Malik,person,O_2882.jpg
"Barcelona Crowned 2016 La Liga Champions , Suarez Sink . . . Which word(s) correspond to the organization in the sentence? ",Barcelona,"Barcelona Crowned 2016 La Liga Champions , Suarez Sink . . . Which word(s) correspond to the organization in the sentence? Answer: Barcelona",organization,16_05_17_852.jpg
"Black Eyed Peas , Robbie Williams added to Manchester benefit concert Which word(s) correspond to the person in the sentence? ",Black Peas Eyed,"Black Eyed Peas , Robbie Williams added to Manchester benefit concert Which word(s) correspond to the person in the sentence? Answer: Black Peas Eyed",person,17_06_14590.jpg
Some of that Dodger baseball ☀ ️ ⚾ ️ @ alyssajacinto Which word(s) correspond to the organization in the sentence? ,Dodger,Some of that Dodger baseball ☀ ️ ⚾ ️ @ alyssajacinto Which word(s) correspond to the organization in the sentence? Answer: Dodger,organization,16_05_01_746.jpg
