questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,"['Michelle Obama', 'Silicon Valley']","Michelle Obama to Silicon Valley : "" Are you ready to have women at the table ? ""","Michelle Obama to Silicon Valley : "" Are you ready to have women at the table ? "" Which word(s) correspond to the person in the sentence? Answer: Michelle Obama","['person', 'location']",O_1941.jpg
 Which word(s) correspond to the location in the sentence? ,"['Cologne', 'Queen', 'Adam Lambert']",Still the best . Fantastic concert in Cologne . # Queen and Adam Lambert . Worldclass ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,Still the best . Fantastic concert in Cologne . # Queen and Adam Lambert . Worldclass ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! Which word(s) correspond to the location in the sentence? Answer: Cologne,"['location', 'person', 'person']",16_05_28_128.jpg
 Which word(s) correspond to the organization in the sentence? ,['JEProductions'],Follow us @ JEProductions to see some nice football skills and # tekkers ⚽ ️,Follow us @ JEProductions to see some nice football skills and # tekkers ⚽ ️ Which word(s) correspond to the organization in the sentence? Answer: JEProductions,['organization'],17_06_13571.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Inter Allies FC', 'Herbert Addo']",The Head Coach of Inter Allies FC Herbert Addo takes temporary break from active football . …,The Head Coach of Inter Allies FC Herbert Addo takes temporary break from active football . … Which word(s) correspond to the organization in the sentence? Answer: Inter Allies FC,"['organization', 'person']",16_05_10_898.jpg
 Which word(s) correspond to the person in the sentence? ,"['Sly Stone', 'James Brown', 'Prince']",3 greatest funk artists of all time - 1 . Sly Stone 2 . James Brown 3 . Prince,3 greatest funk artists of all time - 1 . Sly Stone 2 . James Brown 3 . Prince Which word(s) correspond to the person in the sentence? Answer: Sly Stone,"['person', 'person', 'person']",O_3130.jpg
 Which word(s) correspond to the person in the sentence? ,['BARACK OBAMA'],IF YOU THINK BARACK OBAMA IS STILL A GOOD PRESIDENT . . . . . YOU ' RE EXACTLY WHAT ' S WRONG WITH THIS COUNTRY !,IF YOU THINK BARACK OBAMA IS STILL A GOOD PRESIDENT . . . . . YOU ' RE EXACTLY WHAT ' S WRONG WITH THIS COUNTRY ! Which word(s) correspond to the person in the sentence? Answer: BARACK OBAMA,['person'],O_2496.jpg
 Which word(s) correspond to the person in the sentence? ,"['Jarryd Hayne', 'NFL']",Jarryd Hayne Retires After One NFL Season To Play Rugby In . . .,Jarryd Hayne Retires After One NFL Season To Play Rugby In . . . Which word(s) correspond to the person in the sentence? Answer: Jarryd Hayne,"['person', 'organization']",16_05_16_322.jpg
 Which word(s) correspond to the location in the sentence? ,"['Midtown', 'BryantPark', 'NewYorkCity']",Also working in Midtown ? Have a brown bag lunch break with Bossa Nova piano concert in # BryantPark # NewYorkCity,Also working in Midtown ? Have a brown bag lunch break with Bossa Nova piano concert in # BryantPark # NewYorkCity Which word(s) correspond to the location in the sentence? Answer: Midtown,"['location', 'location', 'location']",17_06_10098.jpg
 Which word(s) correspond to the person in the sentence? ,"['Trey Songz', 'BETAwards']",Me listening to Trey Songz sing # BETAwards # BETAwards17,Me listening to Trey Songz sing # BETAwards # BETAwards17 Which word(s) correspond to the person in the sentence? Answer: Trey Songz,"['person', 'misceallonous']",O_2874.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'VEVO']",Justin Bieber is now the first and only artist to have three videos with over 1 BILLION views on VEVO .,Justin Bieber is now the first and only artist to have three videos with over 1 BILLION views on VEVO . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,"['person', 'organization']",O_4123.jpg
 Which word(s) correspond to the person in the sentence? ,"['Nia Long', 'J . Cole']",Why Nia Long saying J . Cole ' isn ' t too young ' is a win for young men everywhere :,Why Nia Long saying J . Cole ' isn ' t too young ' is a win for young men everywhere : Which word(s) correspond to the person in the sentence? Answer: Nia Long,"['person', 'person']",O_4120.jpg
 Which word(s) correspond to the person in the sentence? ,['zac posen'],zac posen literally made a dress that looks like it was inspired from cinderella I ' m obsessed,zac posen literally made a dress that looks like it was inspired from cinderella I ' m obsessed Which word(s) correspond to the person in the sentence? Answer: zac posen,['person'],O_4528.jpg
 Which word(s) correspond to the person in the sentence? ,['DannyAinge'],Everybody making power moves and # DannyAinge at home like # NBAFreeAgency,Everybody making power moves and # DannyAinge at home like # NBAFreeAgency Which word(s) correspond to the person in the sentence? Answer: DannyAinge,['person'],17_06_935.jpg
 Which word(s) correspond to the organization in the sentence? ,"['LSU', 'Tulane']",1984 LSU vs Tulane football fight -,1984 LSU vs Tulane football fight - Which word(s) correspond to the organization in the sentence? Answer: LSU,"['organization', 'organization']",17_06_2799.jpg
 Which word(s) correspond to the organization in the sentence? ,['Lake Land'],Lake Land basketball camp starts Monday,Lake Land basketball camp starts Monday Which word(s) correspond to the organization in the sentence? Answer: Lake Land,['organization'],17_06_12631.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Concert ready done by yours truly # muah 💋,Concert ready done by yours truly # muah 💋 Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_06_11077.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Spring Concert tonight 7 : 00 p . m . Concert be live - streamed on our website,Spring Concert tonight 7 : 00 p . m . Concert be live - streamed on our website Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_10_719.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Regular Catholics have been influenced by women theologians — whether they know it or not .,Regular Catholics have been influenced by women theologians — whether they know it or not . Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_06_7502.jpg
 Which word(s) correspond to the organization in the sentence? ,['BinghamtonBASE'],Testing out the lights on the new @ BinghamtonBASE field today ! # Bingpride,Testing out the lights on the new @ BinghamtonBASE field today ! # Bingpride Which word(s) correspond to the organization in the sentence? Answer: BinghamtonBASE,['organization'],17_01_13449.jpg
 Which word(s) correspond to the person in the sentence? ,"['Klay', 'Kyrie']","I know Klay is guarding you , but Kyrie , you ' ve gotta be better ! # NBAFinals # DefendtheLand # DubNation","I know Klay is guarding you , but Kyrie , you ' ve gotta be better ! # NBAFinals # DefendtheLand # DubNation Which word(s) correspond to the person in the sentence? Answer: Klay","['person', 'person']",17_06_2217.jpg
 Which word(s) correspond to the person in the sentence? ,['Lush'],Watching singing people Lush do a pop concert .,Watching singing people Lush do a pop concert . Which word(s) correspond to the person in the sentence? Answer: Lush,['person'],16_05_07_1103.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Guess who I ' m going to see tonite in concert ? 😁,Guess who I ' m going to see tonite in concert ? 😁 Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_05_279.jpg
 Which word(s) correspond to the person in the sentence? ,"['Daniel Craig', 'Bond']",Daniel Craig has reportedly turned down 68 million to continue as Bond,Daniel Craig has reportedly turned down 68 million to continue as Bond Which word(s) correspond to the person in the sentence? Answer: Daniel Craig,"['person', 'person']",O_3704.jpg
 Which word(s) correspond to the person in the sentence? ,"[""Terry O ' Reilly"", 'NHLBruins', 'CCRINews', 'CCRIAthletics']",Great moment playing bubble hockey with the great Terry O ' Reilly ! ! @ NHLBruins @ CCRINews @ CCRIAthletics,Great moment playing bubble hockey with the great Terry O ' Reilly ! ! @ NHLBruins @ CCRINews @ CCRIAthletics Which word(s) correspond to the person in the sentence? Answer: Terry O ' Reilly,"['person', 'organization', 'organization', 'organization']",17_01_16826.jpg
 Which word(s) correspond to the person in the sentence? ,"['Christian Pulisic', 'U . S', 'Bundesliga']","At 17, Christian Pulisic does what no one has with U . S . Soccer and in Bundesliga","At 17, Christian Pulisic does what no one has with U . S . Soccer and in Bundesliga Which word(s) correspond to the person in the sentence? Answer: Christian Pulisic","['person', 'location', 'organization']",16_05_03_865.jpg
 Which word(s) correspond to the person in the sentence? ,"['Barney Frank', 'Nancy Pelosi']",Lobby firm tied to Barney Frank and Nancy Pelosi uses lefty groups to help hedge funds,Lobby firm tied to Barney Frank and Nancy Pelosi uses lefty groups to help hedge funds Which word(s) correspond to the person in the sentence? Answer: Barney Frank,"['person', 'person']",O_4763.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],When the wall full of numbers calls you a lil bitch,When the wall full of numbers calls you a lil bitch Which word(s) correspond to the none in the sentence? Answer: none,['none'],O_4404.jpg
 Which word(s) correspond to the person in the sentence? ,"['Blake Shelton', 'Gwen Stefani']",ICYMI : Blake Shelton and Gwen Stefani dropped their new duet !,ICYMI : Blake Shelton and Gwen Stefani dropped their new duet ! Which word(s) correspond to the person in the sentence? Answer: Blake Shelton,"['person', 'person']",O_4396.jpg
 Which word(s) correspond to the person in the sentence? ,"['Donald Trump', 'Hillary Clinton', 'Benghazi']",Donald Trump posts a video that intercuts Hillary Clinton laughing while # Benghazi burns,Donald Trump posts a video that intercuts Hillary Clinton laughing while # Benghazi burns Which word(s) correspond to the person in the sentence? Answer: Donald Trump,"['person', 'person', 'location']",O_4923.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'Monte Carlo', 'Monaco']","Photo of Justin Bieber spotted out in Monte Carlo , Monaco tonight . ( June 29 )","Photo of Justin Bieber spotted out in Monte Carlo , Monaco tonight . ( June 29 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber","['person', 'location', 'location']",O_2633.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kid Red', 'Bounce', 'Migos', 'Chris Brown']",Music : Kid Red – Bounce Feat . Migos ; Chris Brown,Music : Kid Red – Bounce Feat . Migos ; Chris Brown Which word(s) correspond to the person in the sentence? Answer: Kid Red,"['person', 'misceallonous', 'person', 'person']",O_1244.jpg
 Which word(s) correspond to the organization in the sentence? ,['ORUBaseball'],Rain or shine - let ' s play ball ! ! @ ORUBaseball # SurviveAndAdvance # SoarAbove,Rain or shine - let ' s play ball ! ! @ ORUBaseball # SurviveAndAdvance # SoarAbove Which word(s) correspond to the organization in the sentence? Answer: ORUBaseball,['organization'],17_06_1768.jpg
 Which word(s) correspond to the person in the sentence? ,"['SamHunt', 'Stagecoach']",# SamHunt Performs at Stagecoach # MusicFestival 2016,# SamHunt Performs at Stagecoach # MusicFestival 2016 Which word(s) correspond to the person in the sentence? Answer: SamHunt,"['person', 'misceallonous']",16_05_01_521.jpg
